,Scaled,N,Dimensions,K,Mean,Variance,abs_deviation_data,abs_deviation_eigv,rel_deviation_data,rel_deviation_eigv,time_16,time_32
49,False,50000,10,3,0.0,4.0,1.0600178939057514e-05,0.1768823266029358,1.78534734249115,1.2928049564361572,0.0008054400095716119,0.0008471599430777133
50,True,100000,10,3,0.0,4.0,3.797998942900449e-05,0.20187267661094666,1.5412369966506958,1.3611711263656616,0.0008684000349603593,0.0008454000344499946
51,False,100000,10,3,0.0,4.0,3.848429332720116e-05,0.20186978578567505,3.8928682804107666,1.3612109422683716,0.0008129600319080055,0.0007740000146441162
52,True,200000,10,3,0.0,4.0,0.00026167643954977393,0.20546650886535645,5.312266826629639,1.5173946619033813,0.0012746199499815702,0.0009319998789578676
53,False,200000,10,3,0.0,4.0,1.1094156434410252e-05,0.20547184348106384,3.565676689147949,1.5170713663101196,0.0012917999411001801,0.0008789999992586672
54,True,500000,10,3,0.0,4.0,1.3084961210552137e-05,0.143886536359787,1.364134430885315,1.0310497283935547,0.0022195398341864347,0.0009846999309957027
55,False,500000,10,3,0.0,4.0,0.0001460003259126097,0.2392723262310028,1.2963290214538574,1.1885627508163452,0.0022195198107510805,0.0009722199174575508
56,True,1000000,10,3,0.0,4.0,1.3365011000132654e-05,0.0016777709824964404,0.593025267124176,1.039631962776184,0.0018851000349968672,0.0005784599925391376
57,False,1000000,10,3,0.0,4.0,0.00010202283010585234,0.07357936352491379,0.8077828884124756,1.3508777618408203,0.0019092400325462222,0.0005930199986323714
58,True,2000000,10,3,0.0,4.0,8.790200809016824e-05,0.020502042025327682,54.10208511352539,1.0042222738265991,0.0034522200003266335,0.0007858800236135721
59,False,2000000,10,3,0.0,4.0,1.6923095245147124e-05,0.02052832953631878,1.586955189704895,1.0042784214019775,0.0034659600351005793,0.0007918800693005323
60,True,5000000,10,3,0.0,4.0,9.298077929997817e-05,0.18700721859931946,0.4782094359397888,0.9865298867225647,0.0032412600703537464,0.0005385199910961092
61,False,5000000,10,3,0.0,4.0,6.052408934920095e-06,0.18721869587898254,4.0438971519470215,0.9983734488487244,0.0032595598604530096,0.0005400399677455425
62,True,10000000,10,3,0.0,4.0,0.00014446873683482409,0.0314476378262043,0.9964101314544678,0.6617477536201477,0.00634570000693202,0.0009225000394508243
63,False,10000000,10,3,0.0,4.0,5.572887312155217e-05,0.16388264298439026,0.8396393060684204,0.8532342314720154,0.006375099997967482,0.0009406200260855258
64,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
